OBJECTID,Sample_Date,Lat_deg_,Long_deg_,Pieces_KM2,Normalized
1476,2009-03-07,19.24,-156.55,0,0
1477,2009-07-02,19.24,-156.55,0,0
1478,2009-12-22,19.24,-156.55,0,0
1479,2010-11-01,19.24,-156.55,0,0
1480,2011-03-31,19.24,-156.55,0,0
1481,2011-07-12,19.24,-156.55,0,0
1482,2011-11-03,19.24,-156.55,0,0
1483,2012-03-29,19.24,-156.55,0,0
1484,2004-11-02,19.43,-145.47,1080,0
1485,2004-11-02,19.62,-146.5,540,0
1486,2004-11-03,19.96,-146.64,540,0
1487,2004-11-06,20.57,-154.86,2700,0
1488,2004-10-19,24.28,-143.99,540,0
1489,2004-10-22,24.37,-147.78,223182,0
1490,2004-10-18,24.59,-143.47,10349,0
1491,2004-10-23,25.28,-147,678031,0
1492,2004-10-23,25.94,-146.58,81533,0
1493,2004-10-25,26.05,-141.2,540,0
1494,2004-10-24,26.21,-144.53,15119,0
1495,2004-09-16,27.33,-142.18,831,0
1496,2004-09-16,27.84,-140.77,600,0
1497,2004-08-04,31.06,-143.46,540,0
1498,2004-05-25,33.09,-156.27,665,0
1499,2004-07-18,33.1,-149.63,540,0
1500,2004-05-31,33.47,-151.63,2160,0
1501,2004-05-21,40.38,-157.49,112155,0
1502,2004-05-20,40.58,-157.79,10937,0
1503,2004-05-19,40.68,-128.9,652839,0
1505,2003-12-16,2.89,-137.24,0,0
1506,2012-09-23,2.89,-137.24,0,0
1507,2012-11-20,2.89,-137.24,0,0
1508,2003-12-13,7.43,-149.9,0,0
1509,2004-05-14,7.43,-149.9,0,0
1510,2012-09-19,7.43,-149.9,0,0
1511,2003-12-11,10.33,-156.71,0,0
1512,2004-05-12,10.33,-156.71,0,0
1513,2012-08-07,10.33,-156.71,0,0
1514,2003-10-31,24.28,-143.99,0,0
1515,2004-02-17,24.28,-143.99,0,0
1516,2012-05-25,24.28,-143.99,0,0
1517,2003-10-30,24.59,-143.47,0,0
1518,2004-02-16,24.59,-143.47,0,0
1519,2012-05-25,24.59,-143.47,0,0
1520,2003-10-28,27.33,-142.18,0,0
1521,2004-02-13,27.33,-142.18,0,0
1522,2012-05-19,27.33,-142.18,0,0
1523,2004-10-24,29.18,-58.51,2160,0
1524,2003-08-18,33.09,-156.27,0,0
1525,2003-12-20,33.09,-156.27,0,0
1526,2012-04-24,33.09,-156.27,0,0
1527,2003-10-20,33.47,-151.63,0,0
1528,2003-12-22,33.47,-151.63,0,0
1529,2012-04-26,33.47,-151.63,0,0
1530,2004-05-13,8.38,-151.97,0,0
1531,2012-09-19,8.38,-151.97,0,0
1532,2003-12-12,9.55,-155.93,0,0
1533,2012-08-07,9.55,-155.93,0,0
1534,2003-12-10,11.09,-156.77,0,0
1535,2012-08-06,11.09,-156.77,0,0
1545,2003-12-10,12.52,-156.96,0,0
1546,2012-08-05,12.52,-156.96,0,0
1548,2002-11-12,12.67,-61.53,0,0
1549,2004-05-11,12.95,-156.94,0,0
1550,2012-11-03,12.95,-156.94,0,0
1555,2003-12-08,14.71,-157.43,0,0
1556,2012-07-28,14.71,-157.43,0,0
1573,2003-11-16,18.97,-143.47,0,0
1574,2004-04-06,18.97,-143.47,0,0
1576,2003-11-19,19.62,-146.5,0,0
1577,2004-04-10,19.62,-146.5,0,0
1578,2003-11-19,19.96,-146.64,0,0
1579,2004-04-10,19.96,-146.64,0,0
1584,2000-05-28,23.62,-75.04,0,0
1585,2000-05-29,23.62,-75.04,0,0
1589,2000-01-06,24.24,-81.86,540,0
1590,2003-11-07,24.37,-147.78,0,0
1591,2004-03-02,24.37,-147.78,0,0
1594,2003-11-08,25.28,-147,0,0
1595,2004-03-03,25.28,-147,0,0
1602,2003-11-08,25.94,-146.58,0,0
1603,2004-03-04,25.94,-146.58,0,0
1604,2003-11-10,26.05,-141.2,0,0
1605,2012-06-25,26.05,-141.2,0,0
1612,2003-10-28,27.84,-140.77,0,0
1613,2012-05-19,27.84,-140.77,0,0
1617,2003-10-24,31.06,-143.46,0,0
1618,2004-01-03,31.06,-143.46,0,0
1620,2002-05-22,32.04,-68.14,540,0
1621,2003-10-21,33.1,-149.63,0,0
1622,2003-12-24,33.1,-149.63,0,0
1627,2003-12-18,40.58,-157.79,0,0
1628,2012-10-06,40.58,-157.79,0,0
1630,2003-12-17,40.68,-128.9,0,0
1631,2012-04-15,40.68,-128.9,0,0
1651,2003-03-27,-17.14,-149.74,1080,0
1652,2012-12-20,-17.11,-140.77,752,0
1653,2002-02-14,-16.96,-149.84,0,0
1654,2003-03-28,-16.61,-149.32,1080,0
1655,2002-02-14,-16.32,-149.8,2700,0
1656,2002-02-16,-16.11,-148.96,0,0
1657,2002-02-15,-16.1,-149.66,1080,0
1658,2002-02-17,-15.96,-148.24,0,0
1659,2002-02-16,-15.91,-148.58,0,0
1660,2002-02-15,-15.9,-149.55,509,0
1661,2002-02-16,-15.87,-148.36,535,0
1662,2002-02-16,-15.84,-148.31,0,0
1663,2002-02-16,-15.78,-148.31,0,0
1664,2002-02-17,-15.54,-148.18,1620,0
1665,2003-03-15,-15.27,-148.78,0,0
1666,2003-03-29,-15.27,-148.47,0,0
1667,2003-03-30,-14.92,-147,1080,0
1668,2003-03-31,-14.91,-146.58,0,0
1669,2003-03-30,-14.7,-147.78,1800,0
1670,2002-02-20,-14.61,-146.42,0,0
1671,2002-02-20,-14.57,-147.24,540,0
1672,2002-02-18,-14.55,-147.82,0,0
1673,2002-02-21,-14.5,-146.43,1080,0
1674,2002-02-21,-14.49,-146.49,0,0
1675,2002-02-21,-14.41,-146.41,1080,0
1676,2002-02-20,-14.39,-146.61,540,0
1677,2003-04-01,-14.12,-144.53,0,0
1678,2002-02-21,-14,-146.31,0,0
1679,2012-12-13,-13.85,-140.48,629,0
1680,2002-02-22,-13.65,-145.06,1543,0
1681,2003-03-10,-13.64,-144.69,0,0
1682,2003-04-02,-13.54,-143.12,0,0
1683,2003-04-03,-13.39,-141.11,0,0
1684,2003-04-03,-13.31,-141.14,0,0
1685,2012-12-13,-13.28,-140.21,4689,0
1686,2003-04-02,-13.21,-141.2,0,0
1687,2003-04-04,-12.94,-139.58,0,0
1688,2003-03-10,-12.74,-144.31,0,0
1689,2002-02-24,-12.69,-142.3,0,0
1690,2012-12-12,-12.41,-140.09,0,0
1691,2003-03-09,-12.14,-143.99,0,0
1692,2002-02-26,-11.77,-141.04,0,0
1693,2002-02-24,-11.71,-141.93,346,0
1694,2002-02-24,-11.69,-141.93,0,0
1695,2002-02-25,-11.69,-141.02,0,0
1696,2002-02-24,-11.66,-141.92,0,0
1697,2002-02-24,-11.65,-141.91,1080,0
1698,2002-02-25,-11.54,-141.73,0,0
1699,2012-12-12,-11.53,-140.03,0,0
1700,2003-03-09,-11.28,-143.47,0,0
1701,2003-04-05,-11.18,-138.44,1620,0
1702,2002-02-27,-10.89,-140.58,0,0
1703,2012-12-11,-10.8,-139.91,0,0
1704,2003-03-08,-10.42,-143.09,0,0
1705,2002-02-27,-10.06,-140.59,0,0
1706,2012-12-11,-9.71,-140,518,0
1707,2003-03-08,-9.57,-142.77,0,0
1708,2002-02-28,-9.32,-140.27,0,0
1709,2003-03-03,-9.05,-139.91,0,0
1710,2003-03-03,-8.99,-140,0,0
1711,2012-12-10,-8.9,-143.46,660,0
1712,2001-12-27,-8.69,-127.47,0,0
1713,2001-12-27,-8.67,-130.27,0,0
1714,2002-02-28,-8.66,-140.07,0,0
1715,2001-12-27,-8.56,-126.6,0,0
1716,2001-12-25,-8.53,-123.12,1059,0
1717,2003-03-07,-8.49,-142.18,535,0
1718,2002-03-04,-8.39,-140.52,0,0
1719,2003-03-04,-8.26,-140.03,0,0
1720,2001-12-24,-8.23,-122,0,0
1721,2012-12-10,-8.22,-143.82,1739,0
1722,2001-12-26,-8.13,-125.56,0,0
1723,2002-03-04,-8.09,-140.68,0,0
1724,2002-03-04,-8.01,-140.75,0,0
1725,2001-12-24,-7.97,-121.14,0,0
1726,2001-12-26,-7.92,-124.85,362,0
1727,2002-03-05,-7.9,-140.71,0,0
1728,2001-12-23,-7.73,-120.06,0,0
1729,2001-12-23,-7.7,-119.38,0,0
1730,2003-03-04,-7.67,-140.09,0,0
1731,2001-12-22,-7.5,-118.19,0,0
1732,2012-12-09,-7.46,-144.77,1817,0
1733,2001-12-22,-7.39,-117.23,0,0
1734,2001-12-21,-6.99,-115.83,540,0
1735,2001-12-21,-6.96,-115.09,0,0
1736,2003-03-04,-6.72,-140.21,614,0
1737,2001-12-20,-6.66,-113.9,0,0
1738,2012-12-09,-6.66,-146.51,550,0
1739,2001-12-20,-6.44,-113.34,0,0
1740,2012-12-08,-6.08,-147.02,0,0
1741,2001-12-19,-5.98,-111.97,2160,0
1742,2003-04-13,-5.83,-141.63,0,0
1743,2001-12-19,-5.81,-111.29,0,0
1744,2001-12-19,-5.79,-111.28,0,0
1745,2001-12-19,-5.78,-111.27,0,0
1746,2001-12-19,-5.77,-111.26,0,0
1747,2003-03-05,-5.77,-140.77,0,0
1748,2001-12-19,-5.76,-111.24,0,0
1749,2001-12-18,-5.73,-111.21,0,0
1750,2001-12-19,-5.73,-111.23,0,0
1751,2003-04-14,-5.67,-141.69,0,0
1752,2003-04-14,-5.63,-141.71,0,0
1753,2003-03-05,-5.62,-140.48,540,0
1754,2012-12-08,-5.3,-147.81,0,0
1755,2001-12-18,-4.98,-109.94,0,0
1756,2002-03-06,-4.84,-141.21,0,0
1757,2001-12-18,-4.83,-109.12,0,0
1758,2001-12-17,-4.67,-107.64,0,0
1759,2012-12-07,-4.5,-148.13,0,0
1760,2001-12-17,-4.44,-106.96,0,0
1761,2001-12-16,-4.02,-105.63,0,0
1762,2002-03-06,-4.02,-141.39,0,0
1763,2003-04-15,-3.99,-142.07,0,0
1764,2012-12-07,-3.84,-149.63,0,0
1765,2001-12-16,-3.54,-104.46,0,0
1766,2012-12-06,-3.43,-150.21,0,0
1767,2001-12-15,-2.97,-103.19,0,0
1768,2012-12-06,-2.94,-150.87,0,0
1769,2002-03-07,-2.89,-141.53,0,0
1770,2001-12-15,-2.53,-101.99,0,0
1771,2001-12-14,-2.33,-100.79,0,0
1772,2001-12-14,-2.2,-99.82,0,0
1773,2001-12-13,-2.04,-98.44,0,0
1774,2012-12-05,-2.01,-151.63,0,0
1775,2001-12-13,-1.84,-97.36,0,0
1776,2001-12-12,-1.52,-96,0,0
1777,2003-04-16,-1.38,-142.77,0,0
1778,2012-12-05,-1.22,-152.27,659,0
1779,2001-12-09,-1.21,-90.43,0,0
1780,2001-12-10,-1.13,-91.96,0,0
1781,2001-12-09,-1.07,-90.84,0,0
1782,2002-03-08,-0.99,-141.84,0,0
1783,2001-12-11,-0.98,-93.76,0,0
1784,2001-12-11,-0.93,-93.02,0,0
1785,2001-12-08,-0.87,-90.26,0,0
1786,2001-12-05,-0.51,-90.08,0,0
1787,2012-12-04,-0.4,-152.9,491,0
1788,2002-12-21,-0.14,-128.33,0,0
1789,2001-12-04,0.07,-89.79,0,0
1790,2002-12-21,0.27,-127.68,0,0
1791,2002-03-09,0.49,-141.9,0,0
1792,2012-12-05,0.59,-155.1,1353,0
1793,2012-12-03,0.75,-156.27,0,0
1794,2003-04-17,0.89,-143.03,540,0
1795,2002-03-09,1.09,-142.01,0,0
1796,2002-12-21,1.09,-126.58,0,0
1797,2001-12-03,1.15,-90.11,0,0
1798,2001-12-03,1.17,-89.33,0,0
1799,2012-12-03,1.56,-156.38,0,0
1800,2012-12-02,1.59,-156.49,0,0
1801,2002-03-09,1.7,-142.15,0,0
1802,2001-12-02,1.74,-89.06,0,0
1803,2002-03-09,1.83,-142.29,0,0
1804,2002-12-20,1.99,-125.33,0,0
1805,2004-05-18,2.19,-135.73,10895,0
1806,2012-10-05,2.19,-135.73,386,0
1807,2012-11-21,2.19,-135.73,4848,0
1808,2002-03-10,2.21,-142.56,0,0
1809,2012-11-27,2.29,-156.98,0,0
1810,2002-03-11,2.79,-143,0,0
1811,2002-12-22,2.83,-128.61,0,0
1812,2004-05-18,2.89,-137.24,90844,0
1813,2003-04-18,2.98,-143.47,0,0
1814,2001-12-01,3.01,-88.1,0,0
1815,2002-03-11,3.14,-143.71,0,0
1816,2002-12-19,3.24,-124.05,0,0
1817,2004-05-18,3.48,-143.62,4321,0
1818,2012-11-19,3.48,-143.62,4086,0
1819,2001-12-01,3.73,-88.07,540,0
1820,2003-02-24,3.74,-143.46,0,0
1821,2002-03-12,3.78,-144.02,0,0
1822,2002-03-11,3.8,-144,0,0
1823,2002-03-11,3.83,-143.98,0,0
1824,2002-03-11,3.85,-143.98,0,0
1825,2002-12-19,3.96,-123.17,0,0
1826,2012-11-26,4.21,-157.2,517,0
1827,2003-02-24,4.28,-143.82,0,0
1828,2004-05-17,4.41,-145.74,58027,0
1829,2012-11-17,4.41,-145.74,399,0
1830,2003-04-19,4.86,-143.41,0,0
1831,2002-03-12,4.99,-144.4,0,0
1832,2001-11-30,5,-87.56,0,0
1833,2003-02-23,5.04,-144.77,0,0
1834,2002-12-19,5.07,-122.52,0,0
1835,2004-05-16,5.28,-146.64,28021,0
1836,2012-11-05,5.28,-146.64,4287,0
1837,2001-11-09,5.59,-87.04,0,0
1838,2001-11-13,5.62,-86.96,0,0
1839,2002-12-24,5.74,-128.9,514,0
1840,2002-04-09,5.76,-161.9,1200,0
1841,2012-11-05,5.79,-147.72,5193,0
1842,2001-11-09,5.89,-87.09,1080,0
1843,2012-11-25,5.9,-157.42,1544,0
1844,2001-11-30,5.97,-86.73,0,0
1845,2003-05-20,5.97,-162,0,0
1846,2002-03-13,6.02,-144.89,0,0
1847,2002-04-09,6.06,-161.56,0,0
1848,2001-11-29,6.13,-86.51,1028,0
1849,2003-02-22,6.25,-146.51,540,0
1850,2001-11-09,6.32,-87.77,0,0
1851,2002-12-18,6.35,-121.85,0,0
1852,2003-05-28,6.35,-162.49,0,0
1853,2003-04-20,6.39,-144.23,1350,0
1854,2012-11-05,6.42,-148.97,1539,0
1855,2002-04-11,6.67,-162.95,3115,0
1856,2001-11-09,6.79,-89.24,540,0
1857,2012-11-05,6.84,-149.44,12438,0
1858,2001-11-14,6.97,-85.93,540,0
1859,2002-04-08,6.98,-160.98,0,0
1860,2003-02-22,7.16,-147.02,0,0
1861,2001-11-29,7.34,-87,509,0
1862,2012-11-04,7.43,-149.9,17745,0
1863,2003-05-18,7.66,-160.37,0,0
1864,2001-11-14,7.73,-85.75,0,0
1865,2002-12-17,7.74,-121.22,0,0
1866,2002-04-12,7.78,-163.92,0,0
1867,2001-11-15,7.99,-85.51,0,0
1868,2012-11-24,8.03,-157.49,3343,0
1869,2003-02-21,8.14,-147.81,0,0
1870,2003-04-21,8.19,-145.47,500,0
1871,2003-12-12,8.38,-151.97,540,0
1872,2012-11-04,8.38,-151.97,20428,0
1873,2001-11-15,8.45,-85.33,2160,0
1874,2003-02-21,8.64,-148.13,1080,0
1875,2001-11-07,8.7,-92.56,0,0
1876,2002-04-07,8.7,-160.8,600,0
1877,2002-12-17,8.71,-120.48,0,0
1878,2002-04-12,8.89,-164.73,0,0
1879,2001-11-28,8.97,-85.23,0,0
1880,2002-04-07,9.37,-160.68,900,0
1881,2001-11-16,9.39,-84.95,0,0
1882,2001-11-07,9.43,-92.97,0,0
1883,2003-04-21,9.43,-146.5,0,0
1884,2003-04-22,9.53,-146.64,0,0
1885,2002-04-13,9.54,-165.26,0,0
1886,2003-04-22,9.55,-146.63,0,0
1887,2004-05-13,9.55,-155.93,7874,0
1888,2012-11-04,9.55,-155.93,5641,0
1889,2003-05-17,9.68,-159.94,0,0
1890,2001-11-16,9.71,-84.99,0,0
1891,2002-12-16,9.92,-120.39,1161,0
1892,2001-11-06,10.26,-93.01,1080,0
1893,2002-04-07,10.28,-160.52,0,0
1896,2012-11-04,10.33,-156.71,6325,0
1903,2000-12-09,10.46,-64.66,1620,0
1908,2012-11-23,10.56,-157.79,4535,0
1909,2000-12-08,10.6,-64.64,0,0
1910,2002-04-13,10.61,-165.95,491,0
1912,2007-11-03,10.63,-58.44,0,0
1913,2007-11-03,10.64,-58.42,383,0
1917,2003-04-23,10.68,-147.77,0,0
1918,2000-12-10,10.69,-65.44,0,0
1919,2000-12-10,10.69,-65.89,0,0
1935,2007-11-02,11.03,-57.91,0,0
1939,2004-05-12,11.09,-156.77,20248,0
1940,2012-11-03,11.09,-156.77,6787,0
1941,2003-11-06,11.1,-59.76,0,0
1944,2002-12-16,11.18,-120.25,0,0
1951,2004-12-05,11.24,-67.11,0,0
1956,2006-11-09,11.28,-60.14,600,0
1960,2001-11-05,11.33,-93.89,0,0
1962,2002-04-06,11.37,-160.22,519,0
1966,2000-12-07,11.43,-64.6,0,0
1967,2003-12-10,11.44,-156.82,2700,0
1968,2004-05-11,11.44,-156.82,8101,0
1969,2012-08-05,11.44,-156.82,404,0
1970,2012-11-03,11.44,-156.82,58278,0
1978,2003-02-18,11.51,-149.63,0,0
1989,2005-11-05,11.58,-62.25,0,0
1993,2003-12-17,11.6,-62.91,0,0
1998,2002-12-15,11.63,-118.72,0,0
2000,2005-11-04,11.68,-60.09,0,0
2004,2000-12-06,11.76,-64.91,540,0
2005,2000-12-06,11.76,-64.91,0,0
2009,2002-04-14,11.8,-166.41,0,0
2010,2003-12-19,11.8,-64.76,1511,0
2011,2003-12-19,11.81,-65.99,0,0
2012,2003-12-19,11.82,-65.13,0,0
2013,2003-12-20,11.82,-66.38,540,0
2018,2007-11-02,11.83,-57.87,0,0
2019,2007-11-02,11.85,-57.85,0,0
2029,2003-12-17,11.88,-62.24,771,0
2038,2002-12-15,11.94,-117.85,1620,0
2045,2003-12-18,11.98,-64.05,0,0
2048,2003-11-06,12.02,-59.46,3600,0
2051,2000-12-12,12.05,-67.79,0,0
2055,2003-05-16,12.09,-159.15,0,0
2066,2002-04-06,12.15,-159.95,1059,0
2070,2000-12-06,12.17,-64.46,0,0
2071,2000-12-06,12.17,-64.56,0,0
2074,2000-12-06,12.19,-64.44,0,0
2075,2004-12-04,12.19,-67.18,0,0
2079,2003-12-16,12.2,-61.78,0,0
2080,2004-12-05,12.2,-67.53,0,0
2081,2000-12-06,12.21,-64.42,0,0
2082,2000-12-16,12.21,-68.47,21598,0
2088,2000-12-06,12.23,-64.41,0,0
2091,2003-02-18,12.25,-150.21,0,0
2094,2003-12-17,12.31,-61.93,0,0
2097,2000-11-11,12.32,-60.3,540,0
2098,2002-03-16,12.33,-149.8,0,0
2101,2003-12-21,12.37,-67.26,5400,0
2113,2001-11-04,12.48,-60.25,0,0
2115,2003-04-24,12.49,-148.94,0,0
2118,2012-11-22,12.51,-128.9,0,0
2120,2004-05-11,12.52,-156.96,4320,0
2121,2012-11-03,12.52,-156.96,6756,0
2125,2004-12-03,12.55,-65.11,0,0
2128,2007-11-01,12.57,-57.9,0,0
2131,2005-11-03,12.6,-60.01,0,0
2139,2004-12-10,12.65,-68.65,0,0
2140,2003-12-15,12.67,-61.5,0,0
2141,2000-12-05,12.68,-64.43,540,0
2144,2006-11-08,12.72,-60.34,0,0
2147,2000-12-05,12.74,-64.5,0,0
2148,2004-12-02,12.76,-63.67,6381,0
2151,2003-12-16,12.77,-61.62,3333,0
2156,2000-12-05,12.81,-64.41,2160,0
2159,2000-12-05,12.83,-64.41,0,0
2160,2004-12-03,12.86,-66.22,0,0
2164,2000-11-13,12.9,-61.55,5400,0
2165,2000-12-05,12.91,-64.39,540,0
2169,2000-12-05,12.93,-64.9,0,0
2172,2003-12-09,12.95,-156.94,2700,0
2173,2012-08-04,12.95,-156.94,2323,0
2180,2001-11-03,12.99,-60.14,0,0
2189,2003-02-18,13.06,-150.87,0,0
2190,2003-12-10,13.06,-62.64,2160,0
2191,2000-12-04,13.07,-64.42,1080,0
2197,2003-12-21,13.08,-67.85,5400,0
2198,2004-12-04,13.08,-67.17,540,0
2199,2000-12-17,13.09,-69.5,0,0
2207,2000-11-10,13.12,-60.35,0,0
2211,2002-11-12,13.14,-61.66,0,0
2212,2007-11-10,13.14,-61.51,1214,0
2220,2000-12-04,13.2,-64.43,540,0
2221,2007-11-01,13.21,-58.05,0,0
2222,2002-04-05,13.22,-159.47,2038,0
2223,2007-10-31,13.22,-58.05,0,0
2227,2005-11-10,13.26,-61.42,0,0
2228,2002-12-13,13.27,-61.72,0,0
2230,2002-12-12,13.29,-61.4,0,0
2235,2004-11-08,13.3,-61.47,0,0
2236,2000-11-10,13.31,-60.32,0,0
2237,2002-12-14,13.31,-117.78,1059,0
2238,2003-12-10,13.32,-62.64,0,0
2241,2001-12-09,13.33,-62.24,0,0
2242,2005-11-03,13.33,-59.86,0,0
2246,2005-11-03,13.35,-59.86,1075,0
2247,2002-11-13,13.37,-61.56,491,0
2248,2005-11-03,13.37,-59.86,0,0
2249,2004-11-09,13.39,-61.54,1620,0
2251,2002-12-07,13.43,-62.75,0,0
2253,2002-11-12,13.46,-61.65,491,0
2254,2004-12-10,13.46,-69.15,540,0
2258,2003-12-09,13.5,-62.64,0,0
2260,2002-11-13,13.52,-61.58,1620,0
2261,2000-12-04,13.57,-64.43,0,0
2274,2003-12-09,13.69,-156.87,540,0
2275,2004-05-09,13.69,-156.87,2216,0
2276,2012-07-29,13.69,-156.87,0,0
2277,2012-11-02,13.69,-156.87,78436,0
2283,2000-11-11,13.74,-61.16,0,0
2284,2002-11-14,13.74,-61.21,540,0
2286,2001-12-03,13.75,-61.48,1620,0
2287,2006-11-08,13.75,-59.89,0,0
2289,2000-11-10,13.77,-60.57,0,0
2290,2002-12-06,13.78,-62.95,0,0
2291,2005-11-03,13.79,-59.82,1075,0
2294,2001-11-04,13.8,-96.14,0,0
2299,2000-12-05,13.84,-64.9,514,0
2300,2000-12-05,13.84,-64.9,0,0
2305,2003-02-17,13.88,-151.63,0,0
2307,2005-11-11,13.92,-61.39,0,0
2313,2003-12-09,13.97,-62.58,0,0
2318,2002-04-05,13.98,-158.97,4860,0
2319,2000-11-09,13.99,-60.74,0,0
2328,2004-12-01,14.06,-63.67,5400,0
2336,2007-10-31,14.1,-58.19,0,0
2337,2001-11-03,14.11,-59.55,24298,0
2338,2003-12-08,14.12,-157.12,2160,0
2339,2004-05-09,14.12,-157.12,1137,0
2340,2012-11-02,14.12,-157.12,141599,0
2342,2003-05-15,14.13,-158.31,0,0
2350,2002-04-15,14.18,-167.24,0,0
2351,2000-11-11,14.19,-60.98,0,0
2352,2000-12-18,14.19,-71.09,0,0
2353,2004-12-10,14.19,-69.54,0,0
2356,2003-12-09,14.21,-62.47,0,0
2358,2000-12-03,14.24,-66.07,600,0
2359,2000-12-03,14.24,-66.07,540,0
2360,2006-11-14,14.24,-61.73,3375,0
2362,2000-12-04,14.27,-64.38,0,0
2365,2004-11-10,14.34,-61.71,1620,0
2368,2000-12-10,14.35,-70.1,720,0
2369,2000-12-10,14.35,-70.1,540,0
2370,2005-11-02,14.35,-59.76,1080,0
2371,2005-11-02,14.36,-59.76,0,0
2374,2005-11-02,14.37,-59.76,0,0
2375,2003-12-22,14.39,-68.33,0,0
2377,2001-11-03,14.41,-96.5,1620,0
2384,2001-12-02,14.46,-61.18,1080,0
2386,2001-12-03,14.48,-61.38,0,0
2387,2001-12-03,14.52,-61.54,540,0
2388,2002-03-17,14.55,-150.85,1080,0
2393,2005-11-13,14.6,-61.44,0,0
2394,2002-12-14,14.61,-117.44,1604,0
2398,2003-02-17,14.62,-152.27,0,0
2399,2006-11-07,14.62,-60.27,0,0
2404,2001-11-02,14.65,-59.39,1620,0
2405,2004-04-24,14.71,-157.43,794,0
2406,2012-11-01,14.71,-157.43,78316,0
2409,2005-11-02,14.74,-59.66,2060,0
2413,2000-11-10,14.79,-61.53,2160,0
2418,2000-12-02,14.86,-65.75,491,0
2420,2002-04-04,14.89,-158.46,1723,0
2422,2000-12-18,14.92,-71.71,0,0
2425,2000-12-04,14.94,-65.03,0,0
2426,2006-11-14,14.96,-62.06,0,0
2427,2000-12-10,14.97,-71.18,0,0
2429,2002-04-15,14.98,-167.65,0,0
2430,2003-11-05,14.98,-58.29,0,0
2431,2003-12-08,14.99,-62.27,540,0
2434,2000-12-03,15,-65.84,3240,0
2435,2001-11-01,15,-59.34,540,0
2440,2004-12-11,15.04,-69.97,0,0
2441,2007-10-31,15.07,-58.31,0,0
2443,2007-10-30,15.09,-58.3,2015,0
2445,2003-12-22,15.12,-68.68,1028,0
2448,2002-12-19,15.16,-72.99,0,0
2456,2000-12-03,15.25,-64.48,0,0
2457,2003-12-07,15.25,-157.55,1080,0
2458,2004-04-24,15.25,-157.55,6075,0
2459,2012-11-01,15.25,-157.55,120339,0
2464,2002-12-15,15.28,-67.42,0,0
2477,2003-02-16,15.36,-152.9,0,0
2481,2000-12-19,15.38,-72.43,540,0
2482,2000-12-19,15.38,-72.43,0,0
2484,2005-11-02,15.4,-59.36,0,0
2485,2006-11-07,15.4,-60.42,1620,0
2486,2001-11-03,15.41,-97.89,0,0
2492,2003-12-24,15.47,-71.2,4628,0
2493,2008-11-10,15.47,-61,0,0
2497,2000-12-11,15.51,-72.26,540,0
2498,2000-12-11,15.51,-72.26,0,0
2501,2002-12-16,15.53,-68.83,0,0
2502,2003-12-23,15.53,-69.95,0,0
2507,2003-12-24,15.55,-71.17,2160,0
2510,2000-12-19,15.58,-72.87,1661,0
2511,2003-12-05,15.6,-62.27,2700,0
2512,2003-12-23,15.61,-70.69,0,0
2516,2002-12-17,15.62,-69.61,0,0
2517,2003-12-06,15.62,-62.2,169,0
2518,2001-11-01,15.65,-59.37,2024,0
2520,2008-11-09,15.66,-60.77,0,0
2521,2000-11-09,15.71,-61.98,0,0
2523,2000-12-02,15.73,-65.04,1080,0
2524,2004-03-07,15.73,-69.66,0,0
2525,2003-12-23,15.74,-71.11,0,0
2531,2001-11-01,15.78,-98.47,2117,0
2532,2007-12-02,15.8,-68.76,0,0
2534,2003-12-07,15.81,-61.99,1440,0
2542,2003-12-03,15.84,-62.94,0,0
2543,2008-11-09,15.84,-60.55,450,0
2546,2004-03-08,15.86,-72.02,0,0
2550,2003-12-05,15.88,-62.45,0,0
2551,2004-03-07,15.88,-70.92,0,0
2552,2007-12-02,15.89,-69.58,1390,0
2558,2000-04-28,15.93,-60.81,540,0
2559,2004-11-15,15.93,-61.92,0,0
2560,2000-12-11,15.94,-73.37,10121,0
2561,2004-11-30,15.94,-63.93,540,0
2562,2012-07-11,15.94,-162.49,970,0
2563,2012-11-01,15.94,-162.49,70277,0
2564,2000-12-03,15.95,-64.6,1080,0
2565,2002-12-13,15.95,-117.03,0,0
2566,2000-12-02,15.96,-65.13,0,0
2571,2001-11-30,15.98,-62.23,1728,0
2572,2004-03-08,15.99,-73.36,0,0
2581,2002-04-16,16.03,-168.18,0,0
2582,2007-12-01,16.05,-66.98,0,0
2583,2003-12-04,16.06,-62.62,0,0
2589,2001-11-30,16.09,-62.17,4860,0
2592,2000-12-20,16.1,-73.79,540,0
2593,2006-11-06,16.11,-60.69,5400,0
2594,2008-12-02,16.11,-68.31,0,0
2595,2003-12-06,16.13,-162,3780,0
2596,2004-04-23,16.13,-162,0,0
2597,2007-10-30,16.13,-58.47,2221,0
2598,2012-07-11,16.13,-162,6998,0
2599,2012-11-01,16.13,-162,1142264,0
2601,2002-04-03,16.14,-157.92,0,0
2604,2002-12-18,16.15,-71.94,0,0
2605,2006-03-02,16.15,-85.29,0,0
2606,2008-12-04,16.15,-72.44,1259,0
2607,2003-11-04,16.16,-57.97,0,0
2608,2004-03-09,16.16,-74.36,0,0
2611,2001-11-30,16.17,-62.13,0,0
2612,2004-12-12,16.17,-70.49,0,0
2614,2006-04-16,16.18,-85.55,5400,0
2615,2003-12-07,16.19,-61.86,2400,0
2619,2000-03-08,16.2,-83.99,7019,0
